Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_regime_garch,"GARCH(1,2)-t",0.01,-0.7109307260171158,-1.0989566631372587,0.0,0.0,0.12871238497004023,0.0,413,0
synthetic_regime_garch,"EGARCH(2,1)-t",0.01,-0.7315924335120221,-1.1308955290384823,0.0,0.0,0.12909274354542927,0.0,413,0
synthetic_regime_garch,"FIGARCH(1,1)-t",0.01,-0.7331454927562887,-1.133296247902183,0.0,0.0,0.12940557668773564,0.0,413,0
synthetic_regime_garch,"GJR-GARCH(1,1)-t",0.01,-0.7141278676548147,-1.103898804441837,0.0,0.0,0.129489925221474,0.0,413,0
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",0.01,-0.7132827298333647,-1.102592390460611,0.0,0.0,0.12950283151116954,0.0,413,0
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",0.01,-0.7132113951226375,-1.1024821212701008,0.0,0.0,0.1295029807795298,0.0,413,0
synthetic_regime_garch,"GARCH(1,1)-t",0.01,-0.712172716515544,-1.100876531956894,0.0,0.0,0.12952307485788248,0.0,413,0
synthetic_regime_garch,"GARCH(2,1)-t",0.01,-0.7121738030397515,-1.1008782115059328,0.0,0.0,0.12952310667716732,0.0,413,0
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",0.01,-0.7118309685590504,-1.1003482579912907,0.0,0.0,0.1296196743437144,0.0,413,0
synthetic_regime_garch,"EGARCH(1,1)-t",0.01,-0.7333614720866468,-1.133630108734907,0.0,0.0,0.12969862041339927,0.0,413,0
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",0.01,-0.7355675362639935,-1.1370402425753525,0.002421307506053269,0.002421307506053269,0.1299476496209231,0.0012811484547499592,413,1
synthetic_regime_garch,REGARCH-t,0.01,-1.5725154357345132,-2.4307942430174667,0.0,0.0,0.1743625818062079,0.0,436,0
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",0.01,-1.8166116098504836,-2.8081180907204564,0.0,0.0,0.1908660873425792,0.0,436,0
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",0.01,-2.144620713918922,-3.315154539271724,0.0,0.0,0.21511943963799915,0.0,436,0
synthetic_regime_garch,Naive-RV,0.01,-2.9568743230423844,-4.570736107541182,0.0,0.0,0.2780009004741717,0.0,436,0
synthetic_regime_garch,HAR-RV,0.01,-3.288028347714496,-5.082633974126536,0.0,0.0,0.3044534507272732,0.0,436,0
synthetic_regime_garch,RGARCH-t,0.01,-3.441757961819869,-5.320269200119781,0.0,0.0,0.3169832502890366,0.0,436,0
