Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_regime_garch,"GARCH(1,2)-t",0.01,-1.0445991580582443,-1.6905924054812795,0.0,0.0,0.1976248605790515,0.0,646,0
synthetic_regime_garch,"EGARCH(2,1)-t",0.01,-1.018784326735798,-1.6488133580391655,0.0,0.0,0.1983985300067937,0.0,646,0
synthetic_regime_garch,"FIGARCH(1,1)-t",0.01,-1.067218716841677,-1.727200183689422,0.0,0.0,0.1987911001726467,0.0,646,0
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",0.01,-1.023575817815868,-1.6565679674205815,0.0,0.0,0.1989591240182897,0.0,646,0
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",0.01,-1.023579634484408,-1.656574144364913,0.0,0.0,0.198959441361457,0.0,646,0
synthetic_regime_garch,"EGARCH(1,1)-t",0.01,-1.020293380306575,-1.6512556293032574,0.0,0.0,0.1989723303775324,0.0,646,0
synthetic_regime_garch,"GJR-GARCH(1,1)-t",0.01,-1.0324006074053826,-1.6708501177984705,0.0,0.0,0.1990507123342322,0.0,646,0
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",0.01,-0.9659058156023322,-1.5632341110660313,0.001547987616099,0.001547987616099,0.1990536986679121,0.000867540443846,646,1
synthetic_regime_garch,"GARCH(1,1)-t",0.01,-1.043315047330291,-1.688514184541,0.0,0.0,0.1993296220283759,0.0,646,0
synthetic_regime_garch,"GARCH(2,1)-t",0.01,-1.043315394909961,-1.6885147470683064,0.0,0.0,0.1993297035529272,0.0,646,0
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",0.01,-1.042953798592024,-1.6879295350429675,0.0,0.0,0.1995135150694705,0.0,646,0
synthetic_regime_garch,RGARCH-t,0.01,-2.530493012824769,-4.0953816941200945,0.0,0.0,0.2805740329422288,0.0,657,0
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",0.01,-2.5868118150200026,-4.186528751383714,0.0,0.0,0.2844267930190651,0.0,657,0
synthetic_regime_garch,REGARCH-t,0.01,-2.633695060484176,-4.262405185051706,0.0,0.0,0.2892013210495157,0.0,657,0
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",0.01,-3.0755381621641686,-4.977489613707583,0.0,0.0,0.3211474819360495,0.0,657,0
synthetic_regime_garch,HAR-RV,0.01,-3.1984336825120163,-5.176385268337389,0.0,0.0,0.3272130365105096,0.0,657,0
